cohort,rank,repo_id,repo_name,year,push_events,push_actors,actors_for_50pct_pushes,top_actor_share,top_5_actor_share,quality_flag
Cloud Native benchmark,87,62117812,apache/pulsar,2024,1596,29,2,0.347118,0.759398,observed
Cloud Native benchmark,87,62117812,apache/pulsar,2025,835,26,1,0.547305,0.797605,observed
Cloud Native benchmark,87,62117812,apache/pulsar,2026,496,17,1,0.504032,0.877016,observed
Cloud Native benchmark,88,82700090,cadence-workflow/cadence,2024,822,20,4,0.272506,0.59854,observed
Cloud Native benchmark,88,82700090,cadence-workflow/cadence,2025,437,22,5,0.17849,0.537757,observed
Cloud Native benchmark,88,82700090,cadence-workflow/cadence,2026,290,21,3,0.348276,0.672414,observed
Cloud Native benchmark,89,151700458,scalar-labs/scalardb,2024,1670,8,2,0.429341,0.944311,observed
Cloud Native benchmark,89,151700458,scalar-labs/scalardb,2025,1336,9,2,0.392216,0.922156,observed
Cloud Native benchmark,89,151700458,scalar-labs/scalardb,2026,536,8,1,0.608209,0.985075,observed
Cloud Native benchmark,90,62091339,kubernetes/kops,2024,3,2,1,0.666667,1.0,observed
Cloud Native benchmark,90,62091339,kubernetes/kops,2025,7,2,1,0.857143,1.0,observed
Cloud Native benchmark,90,62091339,kubernetes/kops,2026,0,0,0,,,no_push_events_observed
Cloud Native benchmark,91,206459,apache/avro,2024,689,8,1,0.818578,0.994194,observed
Cloud Native benchmark,91,206459,apache/avro,2025,148,8,2,0.317568,0.966216,observed
Cloud Native benchmark,91,206459,apache/avro,2026,92,6,1,0.5,0.98913,observed
Cloud Native benchmark,92,24594933,Unleash/unleash,2024,4759,23,3,0.202353,0.675772,observed
Cloud Native benchmark,92,24594933,Unleash/unleash,2025,2798,15,3,0.28842,0.711222,observed
Cloud Native benchmark,92,24594933,Unleash/unleash,2026,1170,21,4,0.218803,0.661538,observed
Cloud Native benchmark,93,388260896,aws/eks-anywhere,2024,262,20,3,0.389313,0.698473,observed
Cloud Native benchmark,93,388260896,aws/eks-anywhere,2025,212,17,2,0.424528,0.811321,observed
Cloud Native benchmark,93,388260896,aws/eks-anywhere,2026,99,8,1,0.505051,0.959596,observed
Cloud Native benchmark,94,271250363,k0sproject/k0s,2024,678,6,1,0.731563,0.973451,observed
Cloud Native benchmark,94,271250363,k0sproject/k0s,2025,371,5,1,0.592992,1.0,observed
Cloud Native benchmark,94,271250363,k0sproject/k0s,2026,199,5,1,0.592965,1.0,observed
Cloud Native benchmark,95,42548553,Azure/azure-functions-host,2024,1509,33,3,0.227303,0.667329,observed
Cloud Native benchmark,95,42548553,Azure/azure-functions-host,2025,1534,34,4,0.198827,0.597132,observed
Cloud Native benchmark,95,42548553,Azure/azure-functions-host,2026,399,24,4,0.215539,0.626566,observed
Cloud Native benchmark,96,558188628,higress-group/higress,2024,304,4,1,0.789474,1.0,observed
Cloud Native benchmark,96,558188628,higress-group/higress,2025,390,8,1,0.797436,0.987179,observed
Cloud Native benchmark,96,558188628,higress-group/higress,2026,154,7,1,0.694805,0.954545,observed
Cloud Native benchmark,97,118469706,wasmi-labs/wasmi,2024,735,2,1,0.94966,1.0,observed
Cloud Native benchmark,97,118469706,wasmi-labs/wasmi,2025,865,1,1,1.0,1.0,observed
Cloud Native benchmark,97,118469706,wasmi-labs/wasmi,2026,270,1,1,1.0,1.0,observed
Cloud Native benchmark,98,173335706,apache/dolphinscheduler,2024,394,16,2,0.317259,0.786802,observed
Cloud Native benchmark,98,173335706,apache/dolphinscheduler,2025,125,6,1,0.656,0.992,observed
Cloud Native benchmark,98,173335706,apache/dolphinscheduler,2026,99,3,1,0.79798,1.0,observed
Cloud Native benchmark,99,175425051,kumahq/kuma,2024,1967,11,3,0.244026,0.730554,observed
Cloud Native benchmark,99,175425051,kumahq/kuma,2025,1228,9,2,0.364821,0.842834,observed
Cloud Native benchmark,99,175425051,kumahq/kuma,2026,776,7,2,0.32732,0.975515,observed
Cloud Native benchmark,100,108462822,projectcontour/contour,2024,458,3,1,0.580786,1.0,observed
Cloud Native benchmark,100,108462822,projectcontour/contour,2025,301,3,1,0.634551,1.0,observed
Cloud Native benchmark,100,108462822,projectcontour/contour,2026,100,2,1,0.96,1.0,observed
Big Data benchmark,1,7833168,elastic/kibana,2024,10788,280,21,0.172599,0.328513,observed
Big Data benchmark,1,7833168,elastic/kibana,2025,15521,323,16,0.314606,0.389794,observed
Big Data benchmark,1,7833168,elastic/kibana,2026,10403,364,27,0.185427,0.267615,observed
Big Data benchmark,2,507775,elastic/elasticsearch,2024,6852,163,9,0.288675,0.415937,observed
Big Data benchmark,2,507775,elastic/elasticsearch,2025,10592,200,2,0.488293,0.575812,observed
Big Data benchmark,2,507775,elastic/elasticsearch,2026,5300,213,8,0.357547,0.456604,observed
Big Data benchmark,3,99919302,apache/doris,2024,8868,46,3,0.227334,0.665539,observed
Big Data benchmark,3,99919302,apache/doris,2025,6031,41,3,0.268612,0.677665,observed
Big Data benchmark,3,99919302,apache/doris,2026,2181,45,2,0.376433,0.625401,observed
Big Data benchmark,4,51905353,apache/arrow,2024,1409,30,4,0.254081,0.633073,observed
Big Data benchmark,4,51905353,apache/arrow,2025,686,26,2,0.43586,0.763848,observed
Big Data benchmark,4,51905353,apache/arrow,2026,314,16,2,0.302548,0.812102,observed
Big Data benchmark,5,402945349,StarRocks/starrocks,2024,13350,47,4,0.383521,0.557903,observed
Big Data benchmark,5,402945349,StarRocks/starrocks,2025,6016,39,2,0.429854,0.651596,observed
Big Data benchmark,5,402945349,StarRocks/starrocks,2026,4147,37,3,0.375211,0.607909,observed
Big Data benchmark,6,19961085,apache/pinot,2024,1172,18,1,0.639932,0.855802,observed
Big Data benchmark,6,19961085,apache/pinot,2025,1044,22,2,0.431034,0.782567,observed
Big Data benchmark,6,19961085,apache/pinot,2026,532,14,2,0.426692,0.921053,observed
Big Data benchmark,7,341631350,apache/lucene,2024,818,32,4,0.179707,0.57335,observed
Big Data benchmark,7,341631350,apache/lucene,2025,905,33,4,0.179006,0.6,observed
Big Data benchmark,7,341631350,apache/lucene,2026,368,28,3,0.247283,0.644022,observed
Big Data benchmark,8,39464018,apache/superset,2024,3864,25,2,0.322723,0.823758,observed
Big Data benchmark,8,39464018,apache/superset,2025,3155,19,3,0.280824,0.663708,observed
Big Data benchmark,8,39464018,apache/superset,2026,3528,30,2,0.471655,0.784297,observed
Big Data benchmark,9,358917318,apache/datafusion,2024,1739,23,1,0.677976,0.886717,observed
Big Data benchmark,9,358917318,apache/datafusion,2025,1336,27,1,0.502994,0.799401,observed
Big Data benchmark,9,358917318,apache/datafusion,2026,124,12,3,0.258065,0.806452,observed
Big Data benchmark,10,212382406,apache/ozone,2024,1015,29,1,0.573399,0.734975,observed
Big Data benchmark,10,212382406,apache/ozone,2025,958,29,2,0.489562,0.754697,observed
Big Data benchmark,10,212382406,apache/ozone,2026,418,29,2,0.444976,0.708134,observed
Big Data benchmark,11,358917250,apache/arrow-rs,2024,483,11,2,0.492754,0.981366,observed
Big Data benchmark,11,358917250,apache/arrow-rs,2025,461,16,1,0.696312,0.928416,observed
Big Data benchmark,11,358917250,apache/arrow-rs,2026,263,9,1,0.604563,0.969582,observed
Big Data benchmark,12,206317,apache/camel,2024,3528,28,1,0.541383,0.935374,observed
Big Data benchmark,12,206317,apache/camel,2025,2644,25,1,0.643722,0.916036,observed
Big Data benchmark,12,206317,apache/camel,2026,2094,25,2,0.417861,0.936008,observed
Big Data benchmark,13,807776416,apache/polaris,2024,141,11,3,0.22695,0.780142,observed
Big Data benchmark,13,807776416,apache/polaris,2025,1060,14,3,0.25566,0.813208,observed
Big Data benchmark,13,807776416,apache/polaris,2026,544,13,3,0.316176,0.819853,observed
Big Data benchmark,14,20089857,apache/hbase,2024,1298,20,2,0.487673,0.774268,observed
Big Data benchmark,14,20089857,apache/hbase,2025,894,22,3,0.305369,0.703579,observed
Big Data benchmark,14,20089857,apache/hbase,2026,690,22,2,0.442029,0.781159,observed
Big Data benchmark,15,158975124,apache/iotdb,2024,2805,22,3,0.22139,0.793583,observed
Big Data benchmark,15,158975124,apache/iotdb,2025,2346,23,4,0.167093,0.658142,observed
Big Data benchmark,15,158975124,apache/iotdb,2026,1227,14,2,0.414018,0.881826,observed
Big Data benchmark,16,131619646,dagster-io/dagster,2024,16212,38,7,0.110412,0.384653,observed
Big Data benchmark,16,131619646,dagster-io/dagster,2025,18459,38,5,0.160735,0.533507,observed
Big Data benchmark,16,131619646,dagster-io/dagster,2026,1013,22,1,0.583416,0.859822,observed
Big Data benchmark,17,743651128,apache/datafusion-comet,2024,456,7,2,0.407895,0.986842,observed
Big Data benchmark,17,743651128,apache/datafusion-comet,2025,386,6,1,0.694301,0.987047,observed
Big Data benchmark,17,743651128,apache/datafusion-comet,2026,398,11,1,0.560302,0.957286,observed
Big Data benchmark,18,341374920,apache/solr,2024,982,23,3,0.184318,0.760692,observed
Big Data benchmark,18,341374920,apache/solr,2025,586,25,3,0.255973,0.721843,observed
Big Data benchmark,18,341374920,apache/solr,2026,364,18,3,0.252747,0.799451,observed
Big Data benchmark,19,45646037,plotly/plotly.js,2024,1044,8,1,0.850575,0.997126,observed
Big Data benchmark,19,45646037,plotly/plotly.js,2025,348,8,2,0.448276,0.956897,observed
Big Data benchmark,19,45646037,plotly/plotly.js,2026,212,4,1,0.533019,1.0,observed
Big Data benchmark,20,4704710,mwaskom/seaborn,2024,20,1,1,1.0,1.0,observed
Big Data benchmark,20,4704710,mwaskom/seaborn,2025,4,1,1,1.0,1.0,observed
Big Data benchmark,20,4704710,mwaskom/seaborn,2026,8,1,1,1.0,1.0,observed
Big Data benchmark,21,435375021,apache/incubator-gluten,2024,1484,27,5,0.19407,0.562668,observed
Big Data benchmark,21,435375021,apache/incubator-gluten,2025,851,27,4,0.216216,0.639248,observed
Big Data benchmark,21,435375021,apache/incubator-gluten,2026,270,23,4,0.181481,0.566667,observed
Big Data benchmark,22,677260606,apache/iceberg-python,2024,508,9,1,0.568898,0.990157,observed
Big Data benchmark,22,677260606,apache/iceberg-python,2025,434,3,2,0.497696,1.0,observed
Big Data benchmark,22,677260606,apache/iceberg-python,2026,250,4,2,0.412,1.0,observed
Big Data benchmark,23,677260678,apache/iceberg-go,2024,39,2,1,0.589744,1.0,observed
Big Data benchmark,23,677260678,apache/iceberg-go,2025,165,3,1,0.927273,1.0,observed
Big Data benchmark,23,677260678,apache/iceberg-go,2026,235,3,1,0.689362,1.0,observed
Big Data benchmark,24,20675636,apache/parquet-java,2024,173,5,1,0.572254,1.0,observed
Big Data benchmark,24,20675636,apache/parquet-java,2025,72,6,1,0.611111,0.986111,observed
Big Data benchmark,24,20675636,apache/parquet-java,2026,52,3,1,0.519231,1.0,observed
Big Data benchmark,25,498785517,apache/arrow-adbc,2024,408,5,1,0.693627,1.0,observed
Big Data benchmark,25,498785517,apache/arrow-adbc,2025,472,8,1,0.637712,0.987288,observed
Big Data benchmark,25,498785517,apache/arrow-adbc,2026,199,7,1,0.854271,0.98995,observed
Big Data benchmark,26,849127594,apache/arrow-go,2024,1,1,1,1.0,1.0,observed
Big Data benchmark,26,849127594,apache/arrow-go,2025,135,4,1,0.851852,1.0,observed
Big Data benchmark,26,849127594,apache/arrow-go,2026,115,1,1,1.0,1.0,observed
Big Data benchmark,27,494107715,apache/datafusion-ballista,2024,38,2,1,0.973684,1.0,observed
Big Data benchmark,27,494107715,apache/datafusion-ballista,2025,71,2,1,0.549296,1.0,observed
Big Data benchmark,27,494107715,apache/datafusion-ballista,2026,199,6,2,0.467337,0.994975,observed
Big Data benchmark,28,952097046,apache/arrow-rs-object-store,2024,0,0,0,,,no_push_events_observed
Big Data benchmark,28,952097046,apache/arrow-rs-object-store,2025,51,5,2,0.352941,1.0,observed
Big Data benchmark,28,952097046,apache/arrow-rs-object-store,2026,32,6,2,0.46875,0.96875,observed
Big Data benchmark,29,282994686,apache/flink-cdc,2024,287,7,1,0.54007,0.986063,observed
Big Data benchmark,29,282994686,apache/flink-cdc,2025,174,6,1,0.683908,0.994253,observed
Big Data benchmark,29,282994686,apache/flink-cdc,2026,81,5,1,0.740741,1.0,observed
Big Data benchmark,30,669011066,apache/iceberg-rust,2024,135,5,2,0.37037,1.0,observed
Big Data benchmark,30,669011066,apache/iceberg-rust,2025,170,4,1,0.735294,1.0,observed
Big Data benchmark,30,669011066,apache/iceberg-rust,2026,188,7,1,0.601064,0.989362,observed
Big Data benchmark,31,193065376,apache/camel-quarkus,2024,802,9,1,0.5399,0.925187,observed
Big Data benchmark,31,193065376,apache/camel-quarkus,2025,606,12,1,0.628713,0.948845,observed
Big Data benchmark,31,193065376,apache/camel-quarkus,2026,362,11,1,0.701657,0.947514,observed
Big Data benchmark,32,206444,apache/hive,2024,285,19,4,0.224561,0.663158,observed
Big Data benchmark,32,206444,apache/hive,2025,253,16,4,0.237154,0.652174,observed
Big Data benchmark,32,206444,apache/hive,2026,85,12,3,0.188235,0.717647,observed
Big Data benchmark,33,114619105,apache/kyuubi,2024,600,13,1,0.806667,0.966667,observed
Big Data benchmark,33,114619105,apache/kyuubi,2025,185,7,1,0.578378,0.989189,observed
Big Data benchmark,33,114619105,apache/kyuubi,2026,97,8,1,0.690722,0.969072,observed
Big Data benchmark,34,459025965,apache/opendal,2024,1295,15,1,0.701931,0.957529,observed
Big Data benchmark,34,459025965,apache/opendal,2025,877,11,1,0.651083,0.906499,observed
Big Data benchmark,34,459025965,apache/opendal,2026,388,13,1,0.556701,0.920103,observed
Big Data benchmark,35,893682219,apache/arrow-java,2024,0,0,0,,,no_push_events_observed
Big Data benchmark,35,893682219,apache/arrow-java,2025,189,6,2,0.470899,0.994709,observed
Big Data benchmark,35,893682219,apache/arrow-java,2026,76,3,1,0.947368,1.0,observed
Big Data benchmark,36,21193524,apache/calcite,2024,230,14,2,0.478261,0.778261,observed
Big Data benchmark,36,21193524,apache/calcite,2025,262,12,2,0.377863,0.782443,observed
Big Data benchmark,36,21193524,apache/calcite,2026,154,15,2,0.331169,0.792208,observed
Big Data benchmark,37,59737212,antvis/G2,2024,301,7,2,0.41196,0.986711,observed
Big Data benchmark,37,59737212,antvis/G2,2025,664,13,2,0.378012,0.930723,observed
Big Data benchmark,37,59737212,antvis/G2,2026,45,8,3,0.288889,0.911111,observed
Big Data benchmark,38,33653601,jupyter/notebook,2024,58,2,1,0.982759,1.0,observed
Big Data benchmark,38,33653601,jupyter/notebook,2025,41,2,1,0.97561,1.0,observed
Big Data benchmark,38,33653601,jupyter/notebook,2026,36,2,1,0.972222,1.0,observed
Big Data benchmark,39,120538653,apache/datafusion-sqlparser-rs,2024,184,1,1,1.0,1.0,observed
Big Data benchmark,39,120538653,apache/datafusion-sqlparser-rs,2025,204,2,1,0.897059,1.0,observed
Big Data benchmark,39,120538653,apache/datafusion-sqlparser-rs,2026,0,0,0,,,no_push_events_observed
Big Data benchmark,40,14135470,apache/storm,2024,77,3,1,0.792208,1.0,observed
Big Data benchmark,40,14135470,apache/storm,2025,92,3,1,0.923913,1.0,observed
Big Data benchmark,40,14135470,apache/storm,2026,267,5,1,0.670412,1.0,observed
Big Data benchmark,41,123345344,keplergl/kepler.gl,2024,93,7,2,0.462366,0.978495,observed
Big Data benchmark,41,123345344,keplergl/kepler.gl,2025,245,6,2,0.391837,0.987755,observed
Big Data benchmark,41,123345344,keplergl/kepler.gl,2026,272,4,1,0.849265,1.0,observed
Big Data benchmark,42,20473418,apache/phoenix,2024,238,12,2,0.411765,0.878151,observed
Big Data benchmark,42,20473418,apache/phoenix,2025,214,13,3,0.261682,0.757009,observed
Big Data benchmark,42,20473418,apache/phoenix,2026,127,9,2,0.338583,0.858268,observed
Big Data benchmark,43,515951203,apache/datafusion-python,2024,75,2,1,0.88,1.0,observed
Big Data benchmark,43,515951203,apache/datafusion-python,2025,72,2,1,0.972222,1.0,observed
Big Data benchmark,43,515951203,apache/datafusion-python,2026,60,3,1,0.883333,1.0,observed
Big Data benchmark,44,56750161,apache/nifi-minifi-cpp,2024,86,6,2,0.360465,0.988372,observed
Big Data benchmark,44,56750161,apache/nifi-minifi-cpp,2025,140,5,1,0.5,1.0,observed
Big Data benchmark,44,56750161,apache/nifi-minifi-cpp,2026,93,5,1,0.591398,1.0,observed
Big Data benchmark,45,340642806,apache/solr-site,2024,80,5,1,0.5125,1.0,observed
Big Data benchmark,45,340642806,apache/solr-site,2025,30,8,2,0.3,0.833333,observed
Big Data benchmark,45,340642806,apache/solr-site,2026,44,6,1,0.5,0.977273,observed
Big Data benchmark,46,469069490,apache/opendal-reqsign,2024,77,1,1,1.0,1.0,observed
Big Data benchmark,46,469069490,apache/opendal-reqsign,2025,94,1,1,1.0,1.0,observed
Big Data benchmark,46,469069490,apache/opendal-reqsign,2026,45,2,1,0.933333,1.0,observed
Big Data benchmark,47,801199055,apache/datafusion-site,2024,24,2,1,0.625,1.0,observed
Big Data benchmark,47,801199055,apache/datafusion-site,2025,75,5,1,0.613333,1.0,observed
Big Data benchmark,47,801199055,apache/datafusion-site,2026,34,6,2,0.382353,0.970588,observed
Big Data benchmark,48,188779637,apache/streampark,2024,581,11,1,0.895009,0.979346,observed
Big Data benchmark,48,188779637,apache/streampark,2025,79,6,1,0.886076,0.987342,observed
Big Data benchmark,48,188779637,apache/streampark,2026,11,2,1,0.727273,1.0,observed
Big Data benchmark,49,98013453,apache/atlas,2024,43,2,1,0.906977,1.0,observed
Big Data benchmark,49,98013453,apache/atlas,2025,146,9,2,0.445205,0.890411,observed
Big Data benchmark,49,98013453,apache/atlas,2026,116,8,2,0.439655,0.887931,observed
Big Data benchmark,50,1102985952,apache/terraform-provider-iceberg,2024,0,0,0,,,no_push_events_observed
Big Data benchmark,50,1102985952,apache/terraform-provider-iceberg,2025,0,0,0,,,no_push_events_observed
Big Data benchmark,50,1102985952,apache/terraform-provider-iceberg,2026,15,4,1,0.733333,1.0,observed
Big Data benchmark,51,154230024,apache/pinot-site,2024,61,1,1,1.0,1.0,observed
Big Data benchmark,51,154230024,apache/pinot-site,2025,15,3,1,0.8,1.0,observed
Big Data benchmark,51,154230024,apache/pinot-site,2026,42,3,1,0.928571,1.0,observed
Big Data benchmark,52,1077950478,apache/solr-mcp,2024,0,0,0,,,no_push_events_observed
Big Data benchmark,52,1077950478,apache/solr-mcp,2025,0,0,0,,,no_push_events_observed
Big Data benchmark,52,1077950478,apache/solr-mcp,2026,30,1,1,1.0,1.0,observed
Big Data benchmark,53,938782414,apache/polaris-tools,2024,0,0,0,,,no_push_events_observed
Big Data benchmark,53,938782414,apache/polaris-tools,2025,21,5,2,0.380952,1.0,observed
Big Data benchmark,53,938782414,apache/polaris-tools,2026,41,6,2,0.292683,0.97561,observed
Big Data benchmark,54,988870018,apache/arrow-swift,2024,0,0,0,,,no_push_events_observed
Big Data benchmark,54,988870018,apache/arrow-swift,2025,18,3,1,0.5,1.0,observed
Big Data benchmark,54,988870018,apache/arrow-swift,2026,16,1,1,1.0,1.0,observed
Big Data benchmark,55,13926404,getredash/redash,2024,207,8,1,0.729469,0.961353,observed
Big Data benchmark,55,13926404,getredash/redash,2025,54,8,1,0.518519,0.944444,observed
Big Data benchmark,55,13926404,getredash/redash,2026,19,6,2,0.368421,0.947368,observed
Big Data benchmark,56,542858846,apache/pulsar-client-cpp,2024,48,4,1,0.625,1.0,observed
Big Data benchmark,56,542858846,apache/pulsar-client-cpp,2025,16,2,1,0.875,1.0,observed
Big Data benchmark,56,542858846,apache/pulsar-client-cpp,2026,19,3,1,0.894737,1.0,observed
Big Data benchmark,57,20675635,apache/parquet-format,2024,31,6,2,0.419355,0.967742,observed
Big Data benchmark,57,20675635,apache/parquet-format,2025,30,5,2,0.466667,1.0,observed
Big Data benchmark,57,20675635,apache/parquet-format,2026,13,3,1,0.615385,1.0,observed
